id;fname;author;title
1719;MacLean, Alistair - De mannen van Navarone.txt;Alistair MacLean;De mannen van Navarone
1720;MacLean, Alistair - De zwarte kruisvaarder.txt;Alistair MacLean;De zwarte kruisvaarder
1721;MacLean, Alistair - Dodenlijst.txt;Alistair MacLean;Dodenlijst
1722;MacLean, Alistair - Dodentrein.txt;Alistair MacLean;Dodentrein
1723;MacLean, Alistair - Dreiging van Navarone.txt;Alistair MacLean;Dreiging van Navarone
1724;MacLean, Alistair - Drugskartel.txt;Alistair MacLean;Drugskartel
1725;MacLean, Alistair - Goudkoorts.txt;Alistair MacLean;Goudkoorts
1726;MacLean, Alistair - Hinderlaag.txt;Alistair MacLean;Hinderlaag
1727;MacLean, Alistair - Hoog water.txt;Alistair MacLean;Hoog water
1728;MacLean, Alistair - Kanonnen van Navarone.txt;Alistair Maclean;De kanonnen van Navarone
1729;MacLean, Alistair - Karavaan naar Vaccares.txt;Alistair MacLean;Karavaan naar Vaccares
1730;MacLean, Alistair - Komplot in Californie.txt;Alistair MacLean;Komplot in Californie
1731;MacLean, Alistair - Komplot op zee.txt;Alistair MacLean;Komplot op zee
1732;MacLean, Alistair - Moordcommando.txt;Alistair MacLean;Moordcommando
1733;MacLean, Alistair - Nacht zonder einde.txt;Alistair MacLean;Nacht zonder einde
1734;MacLean, Alistair - Nachtwacht.txt;Alistair MacLean;Nachtwacht
1735;MacLean, Alistair - Ondergang om middernacht.txt;Alistair MacLean;Ondergang om middernacht
1736;MacLean, Alistair - Ontsnapt langs Krakatau.txt;Alistair MacLean;Ontsnapt langs Krakatau
1737;MacLean, Alistair - Orkaankracht.txt;Alistair MacLean;Orkaankracht
1738;MacLean, Alistair - Partizanen.txt;Alistair MacLean;Partizanen
1739;MacLean, Alistair - Poolbasis Zebra.txt;Alistair MacLean;Poolbasis Zebra
1740;MacLean, Alistair - Poppen aan een touwtje.txt;Alistair MacLean;Poppen aan een touwtje
1741;MacLean, Alistair - Rivier des doods.txt;Alistair MacLean;Rivier des doods
1742;MacLean, Alistair - Rode Brigade.txt;Alistair MacLean;Rode Brigade
1743;MacLean, Alistair - San Andreas.txt;Alistair MacLean;San Andreas
1744;MacLean, Alistair - Santorini.txt;Alistair MacLean;Santorini
1745;MacLean, Alistair - Satanskruid.txt;Alistair MacLean;Het satanskruid
1746;MacLean, Alistair - Schipbreuk.txt;Alistair MacLean;Schipbreuk
1747;MacLean, Alistair - Stoptrein naar Fort Humboldt.txt;Alistair MacLean;Stoptrein naar Fort Humboldt
1748;MacLean, Alistair - Toren gegijzeld.txt;Alistair MacLean;Toren gegijzeld
1749;MacLean, Alistair - Valse start.txt;Alistair MacLean;Valse start
1750;MacLean, Alistair - Vliegtuig in vlammen.txt;Alistair MacLean;Vliegtuig in vlammen
1751;MacLean, Alistair - Vuurproef.txt;Alistair MacLean;Vuurproef
1752;MacLean, Alistair - Zeeheks.txt;Alistair MacLean;De zeeheks
1753;MacLean, Alistair - Zr. Ms. Ulysses.txt;Alistair MacLean;Zr. Ms. Ulusses
1754;Madeira, Virginie - Ik heb gelogen.txt;Virginie Madeira;Ik heb gelogen
1755;Maerov, Lauri - Copycat.txt;Lauri Maerov;Copycat
1756;Mahmoody, Betty - In een sluier gevangen.txt;Betty Mahmoody;In een sluier gevangen
1757;Mahmoody, Betty - Uit liefde voor mijn kind.txt;Betty Mahmoody;Uit liefde voor mijn kind
1758;Mahr, Kurt - Atoom alarm.txt;Kurt Mahr;Perry Rhodan 0005 - Atoom alarm
1759;Mahr, Kurt - Basis op Venus.txt;Kurt Mahr;Perry Rhodan 0008 Basis op Venus
1760;Mahr, Kurt - De dealers van de melkweg.txt;Kurt Mahr;Perry Rhodan 0043 De dealers van de melkweg
1761;Mahr, Kurt - De geesten van gol.txt;Kurt Mahr;Perry Rhodan 0016 - De geesten van gol
1762;Mahr, Kurt - De overhead.txt;Kurt Mahr;Perry Rhodan 0025 De Overhead
1763;Mahr, Kurt - De planeet van de stervende zon.txt;Kurt Mahr;Perry Rhodan 0017 De planeet van de stervende zon
1764;Mahr, Kurt - De vloot van de springers.txt;Kurt Mahr;Perry Rhodan 0029 De vloot van de springers
1765;Mahr, Kurt - Gom antwoordt niet.txt;Kurt Mahr;Perry Rhodan 0047 Gom antwoordt niet
1766;Mahr, Kurt - Het galactische raadsel.txt;Kurt Mahr;Perry Rhodan 0014 Het galactische raadsel
1767;Mahr, Kurt - In de Jungle van de oerwereld.txt;Kurt Mahr;Perry Rhodan 0024 In de Jungle van de oerwereld
1768;Mahr, Kurt - In het land van de goden.txt;Kurt Mahr;Perry Rhodan 0035 In het land van de Goden
1769;Mahr, Kurt - Mutanten in actie.txt;Kurt Mahr;Perry Rhodan 0011 Mutanten in actie
1770;Mahr, Kurt - Oproer op de aarde.txt;Kurt Mahr;Perry Rhodan 0021 Oproer op de aarde
1771;Mahr, Kurt - Reis naar Arkon.txt;Kurt Mahr;Perry Rhodan 0038 Reis naar Arkon
1772;Mahr, Kurt - Tifflor, de Partizaan.txt;Kurt Mahr;Perry Rhodan 0030 Tifflor, de Partizaan
1773;Mahr, Kurt - Venus in gevaar.txt;Kurt Mahr;Perry Rhodan 0020 Venus in gevaar
1774;Maier, Paul - De brand van Rome.txt;Paul Maier;De brand van Rome / druk 1
1775;Maitland, Karen - Het Gezelschap Van Leugenaars.txt;Karen Maitland;Het gezelschap van leugenaars / druk 1
1776;Maitland, Karin - De uilendoders.txt;Karen Maitland;De uilendoders
1777;Mak, Geert - Gedoemd Tot Kwetsbaarheid.txt;Geert Mak;Gedoemd Tot Kwetsbaarheid
1778;Mak, Geert - In Europa.txt;Geert Mak;In Europa
1779;Mak, Gerarda - Voorgoed Anders.txt;Gerarda Mak;Voorgoed anders / druk 1
1780;Malot , Hector - Alleen op de Wereld.txt;Hector Malot;Alleen op de Wereld
1781;Mam, Somaly - Alleen tegen de wereld.txt;Somaly Mam;Alleen tegen de wereld
1782;Manicka, Rani - De rijstmoeder.txt;Rani Manicka;De rijstmoeder
1783;Mankell, Henning - Het Graf.txt;Henning Mankell;Het Graf
1784;Mankell, Henning - Italiaanse schoenen.txt;Henning Mankell;Italiaanse schoenen
1785;Mansell, Jill - De boot gemist.txt;Jill Mansell;De boot gemist
1786;Mansell, Jill - De prins op het verkeerde paard.txt;Jill Mansell;De prins op het verkeerde paard
1787;Mansell, Jill - Eenmaal andermaal verliefdl.txt;Jill Mansell;Eenmaal andermaal verliefd
1788;Mansell, Jill - En de minnaar is.txt;Jill Mansell;En de minnaar is ......
1789;Mansell, Jill - Geknipt voor Miranda.txt;Jill Mansell;Geknipt voor Miranda
1790;Mansell, Jill - Geluk in het spel.txt;Jill Mansell;Geluk in het spel
1791;Mansell, Jill - Gemengd Dubbel.txt;Jill Mansell;Gemengd Dubbel
1792;Mansell, Jill - Hals over Kop.txt;Jill Mansell;Hals over Kop
1793;Mansell, Jill - Kiezen of delen.txt;Jill Mansell;Kiezen of delen
1794;Mansell, Jill - Millie's Flirt.txt;Jill Mansell;Millie's Flirt
1795;Mansell, Jill - Niet Storen.txt;Jill Mansell;Niet Storen
1796;Mansell, Jill - Onderste boven.txt;Jill Mansell;Onderste boven
1797;Mansell, Jill - Open Huis.txt;Jill Mansell;Open Huis
1798;Mansell, Jill - Scherven brengen geluk.txt;Jill Mansell;Scherven brengen geluk
1799;Mansell, Jill - Schot in de roos.txt;Jill Mansell;Schot in de roos
1800;Mansell, Jill - Top Hit.txt;Jill Mansell;Top Hit
1801;Mansell, Jill - Versier me dan.txt;Jill Mansell;Versier me dan
1802;Mantel, Hans - De Onthoofde Stad.txt;Hans Mantel;De onthoofde stad
1803;Marai, Sandor - Gloed.txt;Sandor Marai;Gloed
1804;Margolin, Philip - Voortvluchtig.txt;Phillip Margolin;Voortvluchtig
1805;Mariani, Scott - Het Geheim van de Alchemist.txt;Scott Mariani;Het geheim van de alchemist
1806;Marle, Marjan van - Het zaad van de babymaker.txt;Marjan van marle;Het zaad van de babymaker
1807;Maron, Isa - Verboden Verleden.txt;Isa Maron;Verboden Verleden / druk 1
1808;Marryat, Frederick - Rustig Jack .txt;Frederick Marryat;Jack Rustig
1809;Marryat, Frederik - Frank Mildmay.txt;Frederick Marryat;Frank Mildmay De zeeofficier
1810;Marwijk, Frank van - Manipuleren kun je leren.txt;Frank van Marwijk;Manipuleren kun je leren / druk Heruitgave
1811;Marxveldt, Cissy van  - Joop van Dil - ter Heul.txt;Cissy van Marxveldt;Joop van Dil - ter Heul
1812;Marxveldt, Cissy van - De H.B.S. tijd van Joop ter Heul.txt;Cissy van Marxveldt;De H.B.S. tijd van Joop ter Heul
1813;Marxveldt, Cissy van - Joop en haar jongen.txt;Cissy van Marxveldt;Joop en haar jongen
1814;Marxveldt, Cissy van - Joop ter Heul's problemen.txt;Cissy van Marxveldt;Joop ter Heul's problemen
1815;Mather, Anne - koppige minnaar.txt;Anne Mather;Koppige Minnaar
1816;Mather, Berkely - Noodlot in Nan-Ling.txt;Berkely Mather;Noodlot in Nan-Ling
1817;Mather, Berkely - Ontsnapping uit Kanton.txt;Berkely Mather;Ontsnapping uit Kanton
1818;Mather, Berkely - Storm over calcutta.txt;Berkely Mather;Storm over calcutta
1819;Mather, Berkely - Terreur op Cypres.txt;Berkely Mather;Terreur op cypres
1820;Maurik, Justus van - Joris Komijn op de tentoonstelling, Humoristische schets van Justus van Maurik.txt;Justus van Maurik;Joris Komijn op de Tentoonstelling / Humoristische schets van Justus van Maurik
1821;Maurik, Justus van - Krates een levensbeeld.txt;Justus van Maurik;Krates Een Levensbeeld
1822;Maurik, Justus van - Op reis en thuis.txt;Justus van Maurik;Op reis en thuis
1823;Maurik, Justus van - Papieren kinderen.txt;Justus van Maurik;Papieren Kinderen
1824;May, Julian - De gouden halsring.txt;Julian May;De Gouden Halsring
1825;May, Julian - De hemel-Trillium.txt;Julian May;de Hemel-Trillium
1826;May, Julian - De interventie.txt;Julian May;De Interventie
1827;May, Julian - De rode trillium.txt;Julian May;de rode Trillium
1828;May, Julian - De tegenstrever.txt;Julian May;De Tegenstrever
1829;May, Julian - De Troonveroveraar.txt;Julian May;De Troonveroveraar
1830;May, Julian - Diamanten masker.txt;Julian May;Diamanten Masker
1831;May, Julian - Het land der zieners.txt;Julian May;Het land der zieners
1832;May, Julian - Het veelkleurig land.txt;Julian May;Het veelkleurig land
1833;May, Julian - Jack.txt;Julian May;Jack
1834;May, Julian - Trilogie van het galactisch bestel het spectrum - 03 Magnificat.txt;Julian May;Magnificat
1835;May, Karl Friedrich - De schat in het Zilvermeer.txt;Karl Friedrich May;De schat in het Zilvermeer
1836;May, Karl Friedrich - Door het land der Skipetaren.txt;Karl Friedrich May;Door het land der Skipetaren
1837;May, Karl Friedrich - Winnetou, het grote opperhoofd.txt;Karl Friedrich May;Winnetou, het grote opperhoofd
1838;Mazzantini, Margaret - Ga niet weg.txt;Margaret Mazzantini;Ga niet weg
1839;Mazzeo, Tilar J. - De Weduwe Clicquot.txt;Tilar J. Mazzeo;De weduwe Clicquot
1840;McCall Smith, Alexander - 03 Goede zeden voor mooie meisjes.txt;Alexander McCall Smith;Mma Ramotswe: Goede zeden voor mooie meisjes (NL, 2001)
1841;McCall Smith, Alexander - 04 De Kalahari avondschool.txt;Alexander McCall Smith;Mma Ramotswe: De Kalahari avondschool (NL, 2002)
1842;McCall smith, alexander - 08 De goede echtgenoot van de zebra drive.txt;Alexander McCall Smith;Mma Ramotswe 08 - De goede echtgenoot van Zebra Drive
1843;McCarthy, Ava - De Insider.txt;Ava McCarthy;De Insider
1844;McCullough, Colleen - De Doornvogels deel 1.txt;Colleen McCullough;De doornvogels deel 1
1845;McCullough, Colleen - De Doornvogels deel 2.txt;Colleen McCullough;De doornvogels deel 2
1846;McCullough, Colleen - De Doornvogels deel 3.txt;Colleen McCullough;De Doornvogels deel 3
1847;McCullough, Colleen - Land van doornen.txt;C McCullough;Land van doornen / druk 1
1848;McDermid, Val - de wrede hand.txt;Val McDermid;De wrede hand
1849;McDonald, Abby - In haar schoenen.txt;Abby McDonald;In haar schoenen / druk 1
1850;McDonald, Gregory - Fletch en het fortuin.txt;Gregory McDonald;Fletch en het fortuin
1851;Mcewan, Ian - Aan Chesil Beach.txt;Ian McEwan;Aan Chesil Beach / druk Heruitgave
1852;McEwan, Ian - Solar.txt;Ian McEwan;Solar
1853;Mcfadyen, Cody - Het Gezicht Van De Dood.txt;Cody Mcfadyen;Het gezicht van de dood / druk 1
1854;McFadyen, Cody - In het duister.txt;Cody Mcfadyen;In het duister / druk 1
1855;McFayden, Cody - De stilte van de hel.txt;Cody McFayden;De stilte van de hel
1856;Mcfayden, Cody - Tijd Om Te Sterven.txt;Cody Mcfadyen;Tijd om te sterven
1857;McGowan, Kathleen - Het Jezus Mysterie.txt;Kathleen McGowan;Het Jezus Mysterie / druk 1
1858;McLaughlin, Emma - Girl.txt;Emma McLaughlin;Girl
1859;McLeod, Cynthia - Hoe Duur Was De Suiker.txt;Cynthia Mcleod;Hoe Duur Was De Suiker
1860;McMillon, Doris  - Mama, waar ben je.txt;Doris McMillon;Mama, waar ben je?
1861;McNab, Andy - Kruisvuur.txt;Andy McNab;Kruisvuur / druk 1
1862;Meegeren, Han van - Het Licht.txt;Han van Meegeren;Het Licht
1863;Meer, Vonne van der - De Avondboot.txt;Vonne van der Meer;De avondboot / druk 2
1864;Meer, Vonne van der - De reis naar het kind.txt;Vonne van der Meer;De reis naar het kind / druk 7
1865;Meer, Vonne van der - Eilandgasten.txt;Vonne van der Meer;Eilandgasten / Film editie / druk 1
1866;Meer, Vonne van der - Ik verbind u door.txt;Vonne van der meer;Ik verbind u door
1867;Meer, Vonne van der - Laatste Seizoen.txt;Vonne van der Meer;Laatste seizoen / druk 2
1868;Meer, Vonne vd - Take 7.txt;Vonne van der Meer;Take 7
1869;Meester, Maarten - Nieuwe spiritualiteit.txt;Maarten Meester;Nieuwe Spiritualiteit
1870;Meester, Mariet - De Overstroming.txt;Mariet Meester;[NL] 2003 - De overstroming
1871;Meester, Ronald - De man die God kende.txt;Ronald Meester;De man die God kende
1872;Meijerink, Anna - Vlucht uit het land van de vrijheid.txt;Anna Meijerink;Vlucht uit het land van de vrijheid
1873;Meijssing, Doeschka - Over de liefde.txt;Doeschka Meijsing;Over de liefde
1874;Mellema, Eric - De Grootste Zondaar Ooit.txt;Eric Mellema;De Grootste Zondaar Ooit
1875;Mellema, Eric - Nostradamus.txt;Eric Mellema;Nostradamus
1876;Menant, Delphine - Bij de Parsi's van Bombay en Gudsjerat.txt;Delphine Menant;Bij de Parsi's van Bombay en Gudsjerat / De Aarde en haar Volken, 1909-1910
1877;Mendes, Bob - Bloedrecht.txt;Bob Mendes;Bloedrecht / druk 1
1878;Mendes, Bob - Chunnelsyndroom.txt;Bob Mendes;Chunnelsyndroom / druk 3
1879;Mendes, Bob - Dag Van Schaamte.txt;Bob Mendes;Dag van schaamte / druk 1
1880;Mendes, Bob - De Kracht Van Het Bloed.txt;Bob Mendes;De kracht van het bloed / druk 2
1881;Mendes, Bob - De kracht van het vuur.txt;Bob Mendes;De kracht van het vuur / druk 1
1882;Mendes, Bob - De Vierde Soera.txt;Bob Mendes;De vierde soera / druk 2
1883;Mendes, Bob - Fraudejagers.txt;Bob Mendes;Fraudejagers / druk 6
1884;Mendes, Bob - Kracht Van Het Ijs.txt;Bob Mendes;Kracht van het ijs / druk 3
1885;Mendes, Bob - Link.txt;Bob Mendes;Link / druk 3
1886;Mendes, Bob - Overspel.txt;Bob Mendes;Overspel
1887;Mendes, Bob - Vergelding.txt;Bob Mendes;Vergelding / druk 7
1888;Mendes, Bob - Vuil geld.txt;Bob Mendes;Vuil geld / druk 1
1889;Mercurio, Jed - Kroniek Van Een Overspelige.txt;Jed Mercurio;Kroniek Van Een Overspelige
1890;Merrel, Lou - Mike Spot en de naakte furie.txt;Lou Merrel;MIKE SPOT EN DE NAAKTE FURIE
1891;Merryl, Lou - 03 Mike Spot en de Tempelprostitutie.txt;Lou Merryl;Mike Spot en de tempelprostitutie
1892;Merryl, Lou - 06 Mike Spot en de Verboden Extase.txt;Lou Merryl;MIKE SPOT EN DE VERBODEN EXTASE
1893;Mertens, Kefren - Nomaden Van De Liefde.txt;Kefren Mertens;Nomaden van de liefde
1894;Metz-Koning, Maria Catherina - Van 't viooltje dat weten wilde.txt;Maria Catherina Metz-Koning;Van 't viooltje dat weten wilde
1895;Meulenbelt, Anja - De schaamte voorbij .txt;Anja Meulenbelt;de schaamte voorbij
1896;Meulendijk, Belinda - De wereld volgens Yoshi.txt;Belinda Meuldijk;De wereld volgens Yoshi
1897;Meyer, Stephenie  - Morgenrood (V1).txt;Stephenie Meyer;Morgenrood
1898;Meyer, Stephenie - Eclips.txt;Stephenie Meyer;Eclips
1899;Meyer, Stephenie - Het korte tweede leven van Bree Tanner.txt;Stephenie Meyer;Het korte tweede leven van Bree Tanner
1900;Meyer, Stephenie - Nieuwe Maan.txt;Stephenie Meyer;Nieuwe maan
1901;Meyer, Stephenie - Twilight 1 - Twilght.txt;Stephenie Meyer;Twilight 1 - Twilght
1902;Meyer, Stephenie - Twilight 4 - Morgenrood.txt;Stephenie Meyer;Twilight 4 - Morgenrood
1903;Mezrich, Ben - Facebook.txt;Ben Mezrich;Facebook / druk 1
1904;Michaels, Tanya - cara uit balans.txt;Tanya Michaels;Cara uit Balans
1905;Michel, F. - De zomer in Kaschmir.txt;F. Michel;De zomer in Kaschmir / De Aarde en haar Volken, 1907
1906;Michener, James A. - De reis.txt;James A. Michener;De reis
1907;Middelbeek, Mariette - Crash.txt;Mariëtte Middelbeek;Crash (NL, 2011)
1908;Mierlo, Leonie van - Uit verwachting.txt;Leonie van Mierlo/Uit Verwachting;Uit Verwachting
1909;Mijn Waarheid - Vries, Sandra De.txt;Sandra de Vries;Mijn Waarheid
1910;Miles, Rosalind - Morgen zal alles anders zijn.txt;Rosalind Miles;Morgen zal alles anders zijn
1911;Miles, Rosalind - Terugkeer naar Eden 1.txt;Rosalind Miles;Terugkeer naar Eden 1
1912;Miles, Rosalind - Terugkeer naar Eden 2 Bittere Erfenis.txt;Rosalind Miles;Terugkeer naar Eden Bittere Erfenis
1913;Mills, Magnus - Vrij Kamperen.txt;Magnus Mills;Vrij Kamperen
1914;Mina, Denise - In De Stille Nacht.txt;Denise Mina;In De Stille Nacht
1915;Miramon-Fargues, Vicomte de - Bij de ruinen van Angkor.txt;Vicomte de Miramon-Fargues;Bij de ruïnen van Angkor / De Aarde en haar Volken, 1906
1916;Moelands, Kim - Weerloos.txt;Kim Moelands;Weerloos
1917;Spek, Kees van der - Achter De Schermen Bij Peter R. De Vries.txt;Kees van der Spek;Achter de schermen bij Peter R. de Vries
1918;Vries, Anne de - Bartje.txt;Anne de Vries;Bartje
1919;Vries, Anne de - De storm steekt op.txt;Anne de Vries;De storm steekt op
1920;Vries, Edwin de - Helena.txt;Edwin de Vries;Hélena
1921;Vries, Hugo de - De aardbeving van San Francisco.txt;Hugo de Vries;De aardbeving van San Francisco / De Aarde en haar Volken, 1907
1922;Vries, Peter R. de - De Moord Die Nooit Mag Verjaren En Andere Minireportages.txt;Peter R. de Vries;De moord die nooit mag verjaren en andere minireportages
1923;Vries, Peter R. de - De ontvoering van Alfred Heineken.txt;Peter R. de Vries;De ontvoering van Alfred Heineken
1924;Vries, Peter R. de - Een Crimineel Liegt Niet Altijd.txt;Peter R. de Vries;Een Crimineel Liegt Niet Altijd
1925;Vries, Peter R. de - Alleen Huilebalken Hebben Spijt.txt;Peter R. de Vries;Alleen huilebalken hebben spijt
1926;Vries, Peter R. de - Beroep  Misdaadverslaggever.txt;Peter R. de Vries;Beroep: misdaadverslaggever
1927;Vries, Peter R. de - Cipier, mag ik een pistool van u.txt;Peter R. de Vries;Cipier, mag ik een pistool van u?
1928;Vries, Peter R. de - De moord die nooit mag verjaren.txt;Peter R. de Vries;De moord die nooit mag verjaren
1929;Vries, Peter R. de - Een Moord Kost Meer Levens.txt;Peter R. de Vries;Een Moord Kost Meer Levens
1930;Vries, Theun de - Het rad der fortuin.txt;Theun de Vries;WIARDA Tweede Boek - Het Rad der Fortuin
1931;Vries, Theun de - Stiefmoeder Aarde.txt;Theun de Vries;WIARDA Eerste Boek - Stiefmoeder Aarde
